
---------- Begin Simulation Statistics ----------
simSeconds                                   0.223206                       # Number of seconds simulated (Second)
simTicks                                 223205548000                       # Number of ticks simulated (Tick)
finalTick                                223205548000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    624.39                       # Real time elapsed on the host (Second)
hostTickRate                                357479923                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     838044                       # Number of bytes of host memory used (Byte)
simInsts                                     40491091                       # Number of instructions simulated (Count)
simOps                                       56064193                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    64849                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      89791                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       446411097                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                             22.320579                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.044802                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       30460239                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      94                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      30454024                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                    88                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2904137                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1084249                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 52                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          446356745                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.068228                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             0.463449                       # Number of insts issued each cycle (Count)
system.cpu1.dcache.tags.ageTaskId_1024::1          333                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::2           64                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::4            1                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.dcache.tags.tagAccesses          12472851                       # Number of tag accesses (Count)
system.cpu1.dcache.tags.dataAccesses         12472851                       # Number of data accesses (Count)
system.cpu1.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 223205548000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.decode.idleCycles                 1295765                       # Number of cycles decode is idle (Cycle)
system.cpu1.decode.blockedCycles            441099689                       # Number of cycles decode is blocked (Cycle)
system.cpu1.decode.runCycles                   505869                       # Number of cycles decode is running (Cycle)
system.cpu1.decode.unblockCycles              3438100                       # Number of cycles decode is unblocking (Cycle)
system.cpu1.decode.squashCycles                 16984                       # Number of cycles decode is squashing (Cycle)
system.cpu1.decode.branchResolved             2772766                       # Number of times decode resolved a branch (Count)
system.cpu1.decode.branchMispred                  268                       # Number of times decode detected a branch misprediction (Count)
system.cpu1.decode.decodedInsts              30644489                       # Number of instructions handled by decode (Count)
system.cpu1.decode.squashedInsts                 1170                       # Number of squashed instructions handled by decode (Count)
system.cpu1.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED 223205548000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 223205548000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.executeStats0.numInsts           30452977                       # Number of executed instructions (Count)
system.cpu1.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu1.executeStats0.numBranches         2779812                       # Number of branches executed (Count)
system.cpu1.executeStats0.numLoadInsts        2766315                       # Number of load instructions executed (Count)
system.cpu1.executeStats0.numStoreInsts       5503343                       # Number of stores executed (Count)
system.cpu1.executeStats0.instRate           0.068217                       # Inst execution rate ((Count/Cycle))
system.cpu1.executeStats0.numCCRegReads      13888049                       # Number of times the CC registers were read (Count)
system.cpu1.executeStats0.numCCRegWrites     16559359                       # Number of times the CC registers were written (Count)
system.cpu1.executeStats0.numFpRegReads          2129                       # Number of times the floating registers were read (Count)
system.cpu1.executeStats0.numFpRegWrites         1085                       # Number of times the floating registers were written (Count)
system.cpu1.executeStats0.numIntRegReads     49749887                       # Number of times the integer registers were read (Count)
system.cpu1.executeStats0.numIntRegWrites     19397844                       # Number of times the integer registers were written (Count)
system.cpu1.executeStats0.numMemRefs          8269658                       # Number of memory refs (Count)
system.cpu1.executeStats0.numMiscRegReads     13828541                       # Number of times the Misc registers were read (Count)
system.cpu1.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu1.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu1.fetch.predictedBranches           2843036                       # Number of branches that fetch has predicted taken (Count)
system.cpu1.fetch.cycles                    446295447                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu1.fetch.squashCycles                  34498                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu1.fetch.miscStallCycles                  35                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu1.fetch.pendingTrapStallCycles          194                       # Number of stall cycles due to pending traps (Cycle)
system.cpu1.fetch.cacheLines                    19464                       # Number of cache lines fetched (Count)
system.cpu1.fetch.icacheSquashes                  413                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu1.fetch.nisnDist::samples         446356407                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::mean             0.070432                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::stdev            0.665924                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0               440005045     98.58%     98.58% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                  655793      0.15%     98.72% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                  655106      0.15%     98.87% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                 1539213      0.34%     99.22% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                  315508      0.07%     99.29% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                  311847      0.07%     99.36% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                  313972      0.07%     99.43% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                  330560      0.07%     99.50% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                 2229363      0.50%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total           446356407                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetchStats0.numInsts             22834851                       # Number of instructions fetched (thread level) (Count)
system.cpu1.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu1.fetchStats0.fetchRate            0.051152                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.fetchStats0.numBranches           2864322                       # Number of branches fetched (Count)
system.cpu1.fetchStats0.branchRate           0.006416                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetchStats0.icacheStallCycles        43482                       # ICache total stall cycles (Cycle)
system.cpu1.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu1.icache.demandHits::cpu1.inst        18709                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total            18709                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst        18709                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total           18709                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst          755                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total            755                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst          755                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total           755                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst     71967500                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total     71967500                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst     71967500                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total     71967500                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst        19464                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total        19464                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst        19464                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total        19464                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.038790                       # miss rate for demand accesses (Ratio)
