
---------- Begin Simulation Statistics ----------
simSeconds                                   0.229172                       # Number of seconds simulated (Second)
simTicks                                 229172038000                       # Number of ticks simulated (Tick)
finalTick                                229172038000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    623.92                       # Real time elapsed on the host (Second)
hostTickRate                                367308801                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     698764                       # Number of bytes of host memory used (Byte)
simInsts                                     39999658                       # Number of instructions simulated (Count)
simOps                                       55111982                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    64110                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      88332                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       458344077                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                             22.917204                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.043635                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       30460157                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     103                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      30453989                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                    86                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2904031                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1083892                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 61                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          458300589                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.066450                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             0.457498                       # Number of insts issued each cycle (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 229172038000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.lsq0.forwLoads                    2750452                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads                 264306                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses                   5                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation                 57                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores                525608                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads                   1                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache                     9                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples           2502793                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean             2.106666                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev            4.211826                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9               2501138     99.93%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19                   4      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29                  15      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::30-39                   9      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49                   1      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::50-59                   2      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::100-109                 1      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::110-119                 4      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::120-129                23      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::130-139                40      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::140-149              1252      0.05%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::150-159                92      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::160-169                36      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::170-179                84      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::180-189                 7      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::190-199                 2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::200-209                38      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::210-219                12      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::220-229                 6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::240-249                 4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::260-269                 1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows              22      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value             779                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total             2502793                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses                2766312                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                5503345                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                       93                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                   300974                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 229172038000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses                  19553                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                       82                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 229172038000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON 229172038000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                 16996                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                 2276441                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles              257792091                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles          1089                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                  2944231                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles            195269741                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts              30511991                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                   29                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents                 10639                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.SQFullEvents             194569910                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands           63785271                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                  124730686                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                49881072                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                     2296                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps             57521754                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                 6263502                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                     45                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing                 45                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                 18601704                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                       488047978                       # The number of ROB reads (Count)
system.cpu0.rob.writes                       61004944                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts                20000000                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                  27556226                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                   14                       # Number of system calls (Count)
system.cpu1.numCycles                       458344077                       # Number of cpu cycles simulated (Cycle)
system.cpu1.cpi                             22.917596                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu1.ipc                              0.043635                       # IPC: instructions per cycle (core level) ((Count/Cycle))
